Libellé Budget;Agrégat;Montant en € par habitant
MONTREUIL;Dépôts au Trésor;129.1
MONTREUIL;Dotation globale de fonctionnement;138.1
MONTREUIL;Encours de dette;1861.4
MONTREUIL;Encours de dette - Dépôts et cautionnements reçus;2
MONTREUIL;Ventes de biens et services;171.4
MONTREUIL;Autres dépenses de fonctionnement;39.5
MONTREUIL;Autres dépenses d'investissement;1.6
MONTREUIL;Autres recettes de fonctionnement;53
MONTREUIL;Autres recettes d'investissement;22.1
MONTREUIL;Dépenses totales hors remb;2028.4
MONTREUIL;Epargne brute;214
MONTREUIL;Impôts et taxes;1441.5
MONTREUIL;Encours de dette - Dettes bancaires et assimilées;1853.1
MONTREUIL;Frais de personnel;1055
MONTREUIL;Subventions reçues et participations;81.6
MONTREUIL;Recettes totales hors emprunts;2016.8
MONTREUIL;Capacité ou besoin de financement;-11.6
MONTREUIL;Emprunts hors GAD;180.5
MONTREUIL;Remboursements d'emprunts hors GAD;156.5
MONTREUIL;Annuité de la dette;204.8
MONTREUIL;Dépenses d'investissement;493.5
MONTREUIL;Dépenses totales;2184.9
MONTREUIL;Epargne nette;57.5
MONTREUIL;Flux net de dette;24
MONTREUIL;Recettes d'investissement;291.9
MONTREUIL;Recettes totales;2197.3
MONTREUIL;Variation du fonds de roulement;12.5
NEUILLY-PLAISANCE;Autres dotations et subventions;86.2
NEUILLY-PLAISANCE;Autres impôts et taxes;55.3
NEUILLY-PLAISANCE;Charges financières;20.4
NEUILLY-PLAISANCE;Achats et charges externes;336.1
NEUILLY-PLAISANCE;Autres dotations de fonctionnement;4.4
NEUILLY-PLAISANCE;FCTVA;36.3
NEUILLY-PLAISANCE;Fiscalité reversée;218.7
NEUILLY-PLAISANCE;Fonds de roulement;538.8
NEUILLY-PLAISANCE;Impôts locaux;1083.4
NEUILLY-PLAISANCE;Péréquations et compensations fiscales;6.1
NEUILLY-PLAISANCE;Produit des cessions d'immobilisations;0
NEUILLY-PLAISANCE;Recettes de fonctionnement;1540.5
NEUILLY-PLAISANCE;Recettes d'investissement hors emprunts;124.1
NEUILLY-PLAISANCE;Subventions aux personnes de droit privé;19.3
NEUILLY-PLAISANCE;Subventions d'équipement versées;9.2
NEUILLY-PLAISANCE;Epargne de gestion;242.4
NEUILLY-PLAISANCE;Concours de l'Etat;145.5
NEUILLY-PLAISANCE;Crédits de trésorerie;0
NEUILLY-PLAISANCE;Dépenses de fonctionnement;1313.1
NEUILLY-PLAISANCE;Dépenses d'équipement;312.8
NEUILLY-PLAISANCE;Dépenses d'intervention;60.4
NEUILLY-PLAISANCE;Dépenses d'investissement hors remb;322
NEUILLY-PLAISANCE;Dépôts au Trésor;476.9
NEUILLY-PLAISANCE;Dotation globale de fonctionnement;135
NEUILLY-PLAISANCE;Encours de dette;502.7
NEUILLY-PLAISANCE;Encours de dette - Dépôts et cautionnements reçus;1.9
NEUILLY-PLAISANCE;Ventes de biens et services;91.5
NEUILLY-PLAISANCE;Autres dépenses de fonctionnement;32.4
NEUILLY-PLAISANCE;Autres dépenses d'investissement;0.1
NEUILLY-PLAISANCE;Autres recettes de fonctionnement;32.5
NEUILLY-PLAISANCE;Autres recettes d'investissement;1.6
NEUILLY-PLAISANCE;Dépenses totales hors remb;1635.2
NEUILLY-PLAISANCE;Epargne brute;227.4
NEUILLY-PLAISANCE;Impôts et taxes;1138.8
NEUILLY-PLAISANCE;Encours de dette - Dettes bancaires et assimilées;499
NEUILLY-PLAISANCE;Frais de personnel;863.8
NEUILLY-PLAISANCE;Subventions reçues et participations;132.2
NEUILLY-PLAISANCE;Recettes totales hors emprunts;1664.6
NEUILLY-PLAISANCE;Capacité ou besoin de financement;29.4
NEUILLY-PLAISANCE;Emprunts hors GAD;0.2
NEUILLY-PLAISANCE;Remboursements d'emprunts hors GAD;25.2
NEUILLY-PLAISANCE;Annuité de la dette;45.6
NEUILLY-PLAISANCE;Dépenses d'investissement;347.2
NEUILLY-PLAISANCE;Dépenses totales;1660.3
NEUILLY-PLAISANCE;Epargne nette;202.2
NEUILLY-PLAISANCE;Flux net de dette;-25
NEUILLY-PLAISANCE;Recettes d'investissement;124.3
NEUILLY-PLAISANCE;Recettes totales;1664.8
NEUILLY-PLAISANCE;Variation du fonds de roulement;4.5
NEUILLY-SUR-MARNE;Autres dotations et subventions;64.4
NEUILLY-SUR-MARNE;Autres impôts et taxes;34.3
NEUILLY-SUR-MARNE;Charges financières;9.6
NEUILLY-SUR-MARNE;Achats et charges externes;295.2
NEUILLY-SUR-MARNE;Autres dotations de fonctionnement;2.7
NEUILLY-SUR-MARNE;FCTVA;36.8
NEUILLY-SUR-MARNE;Fiscalité reversée;145.5
NEUILLY-SUR-MARNE;Fonds de roulement;401.3
NEUILLY-SUR-MARNE;Impôts locaux;887.3
NEUILLY-SUR-MARNE;Péréquations et compensations fiscales;11.4
NEUILLY-SUR-MARNE;Produit des cessions d'immobilisations;6.4
NEUILLY-SUR-MARNE;Recettes de fonctionnement;1588.2
NEUILLY-SUR-MARNE;Recettes d'investissement hors emprunts;108
NEUILLY-SUR-MARNE;Subventions aux personnes de droit privé;25.5
NEUILLY-SUR-MARNE;Subventions d'équipement versées;22.1
NEUILLY-SUR-MARNE;Epargne de gestion;199.8
NEUILLY-SUR-MARNE;Concours de l'Etat;317
NEUILLY-SUR-MARNE;Crédits de trésorerie;0
NEUILLY-SUR-MARNE;Dépenses de fonctionnement;1401.4
NEUILLY-SUR-MARNE;Dépenses d'équipement;363.8
NEUILLY-SUR-MARNE;Dépenses d'intervention;97.8
NEUILLY-SUR-MARNE;Dépenses d'investissement hors remb;388.4
NEUILLY-SUR-MARNE;Dépôts au Trésor;359.1
NEUILLY-SUR-MARNE;Dotation globale de fonctionnement;302.9
NEUILLY-SUR-MARNE;Encours de dette;293
NEUILLY-SUR-MARNE;Encours de dette - Dépôts et cautionnements reçus;7.3
NEUILLY-SUR-MARNE;Ventes de biens et services;160.3
NEUILLY-SUR-MARNE;Autres dépenses de fonctionnement;26.2
NEUILLY-SUR-MARNE;Autres dépenses d'investissement;2.5
NEUILLY-SUR-MARNE;Autres recettes de fonctionnement;78.1
NEUILLY-SUR-MARNE;Autres recettes d'investissement;6.9
NEUILLY-SUR-MARNE;Dépenses totales hors remb;1789.7
NEUILLY-SUR-MARNE;Epargne brute;186.9
NEUILLY-SUR-MARNE;Impôts et taxes;921.6
NEUILLY-SUR-MARNE;Encours de dette - Dettes bancaires et assimilées;285.7
NEUILLY-SUR-MARNE;Frais de personnel;972.6
NEUILLY-SUR-MARNE;Subventions reçues et participations;111.2
NEUILLY-SUR-MARNE;Recettes totales hors emprunts;1696.2
NEUILLY-SUR-MARNE;Capacité ou besoin de financement;-93.5
NEUILLY-SUR-MARNE;Emprunts hors GAD;0.8
NEUILLY-SUR-MARNE;Remboursements d'emprunts hors GAD;28.9
NEUILLY-SUR-MARNE;Annuité de la dette;38.5
NEUILLY-SUR-MARNE;Dépenses d'investissement;417.3
NEUILLY-SUR-MARNE;Dépenses totales;1818.6
NEUILLY-SUR-MARNE;Epargne nette;158
NEUILLY-SUR-MARNE;Flux net de dette;-28.1
NEUILLY-SUR-MARNE;Recettes d'investissement;108.8
NEUILLY-SUR-MARNE;Recettes totales;1697.1
NEUILLY-SUR-MARNE;Variation du fonds de roulement;-121.6
NOISY-LE-GRAND;Autres dotations et subventions;82.9
NOISY-LE-GRAND;Autres impôts et taxes;58.7
NOISY-LE-GRAND;Charges financières;21.5
NOISY-LE-GRAND;Achats et charges externes;462.6
NOISY-LE-GRAND;Autres dotations de fonctionnement;2.9
NOISY-LE-GRAND;FCTVA;54.4
NOISY-LE-GRAND;Fiscalité reversée;396.2
NOISY-LE-GRAND;Fonds de roulement;150
NOISY-LE-GRAND;Impôts locaux;1387.1
NOISY-LE-GRAND;Péréquations et compensations fiscales;38.2
NOISY-LE-GRAND;Produit des cessions d'immobilisations;42.9
NOISY-LE-GRAND;Recettes de fonctionnement;1850.4
NOISY-LE-GRAND;Recettes d'investissement hors emprunts;190.1
NOISY-LE-GRAND;Subventions aux personnes de droit privé;26.5
NOISY-LE-GRAND;Subventions d'équipement versées;0
NOISY-LE-GRAND;Epargne de gestion;238.6
NOISY-LE-GRAND;Concours de l'Etat;131.8
NOISY-LE-GRAND;Crédits de trésorerie;0
NOISY-LE-GRAND;Dépenses de fonctionnement;1636
NOISY-LE-GRAND;Dépenses d'équipement;524.8
NOISY-LE-GRAND;Dépenses d'intervention;100
NOISY-LE-GRAND;Dépenses d'investissement hors remb;564
NOISY-LE-GRAND;Dépôts au Trésor;204.5
NOISY-LE-GRAND;Dotation globale de fonctionnement;90.7
NOISY-LE-GRAND;Encours de dette;878.8
NOISY-LE-GRAND;Encours de dette - Dépôts et cautionnements reçus;4.2
NOISY-LE-GRAND;Ventes de biens et services;118.1
NOISY-LE-GRAND;Autres dépenses de fonctionnement;48.1
NOISY-LE-GRAND;Autres dépenses d'investissement;39.2
NOISY-LE-GRAND;Autres recettes de fonctionnement;64.1
NOISY-LE-GRAND;Autres recettes d'investissement;52.8
NOISY-LE-GRAND;Dépenses totales hors remb;2200
NOISY-LE-GRAND;Epargne brute;214.4
NOISY-LE-GRAND;Impôts et taxes;1445.8
NOISY-LE-GRAND;Encours de dette - Dettes bancaires et assimilées;874.6
NOISY-LE-GRAND;Frais de personnel;1003.8
NOISY-LE-GRAND;Subventions reçues et participations;90.6
NOISY-LE-GRAND;Recettes totales hors emprunts;2040.5
NOISY-LE-GRAND;Capacité ou besoin de financement;-159.5
NOISY-LE-GRAND;Emprunts hors GAD;145
NOISY-LE-GRAND;Remboursements d'emprunts hors GAD;159.1
NOISY-LE-GRAND;Annuité de la dette;180.6
NOISY-LE-GRAND;Dépenses d'investissement;723.1
NOISY-LE-GRAND;Dépenses totales;2359.1
NOISY-LE-GRAND;Epargne nette;55.3
NOISY-LE-GRAND;Flux net de dette;-14.1
NOISY-LE-GRAND;Recettes d'investissement;335.1
NOISY-LE-GRAND;Recettes totales;2185.5
NOISY-LE-GRAND;Variation du fonds de roulement;-173.6
NOISY-LE-SEC;Autres dotations et subventions;123
NOISY-LE-SEC;Autres impôts et taxes;35.8
NOISY-LE-SEC;Charges financières;47.2
NOISY-LE-SEC;Achats et charges externes;354.7
NOISY-LE-SEC;Autres dotations de fonctionnement;5.1
NOISY-LE-SEC;FCTVA;27.5
NOISY-LE-SEC;Fiscalité reversée;45.3
NOISY-LE-SEC;Fonds de roulement;181.9
NOISY-LE-SEC;Impôts locaux;1080.3
NOISY-LE-SEC;Péréquations et compensations fiscales;25.5
NOISY-LE-SEC;Produit des cessions d'immobilisations;0
NOISY-LE-SEC;Recettes de fonctionnement;1651.8
NOISY-LE-SEC;Recettes d'investissement hors emprunts;150.8
NOISY-LE-SEC;Subventions aux personnes de droit privé;22.1
NOISY-LE-SEC;Subventions d'équipement versées;19.2
NOISY-LE-SEC;Epargne de gestion;282
NOISY-LE-SEC;Concours de l'Etat;355.9
NOISY-LE-SEC;Crédits de trésorerie;0
NOISY-LE-SEC;Dépenses de fonctionnement;1418.5
NOISY-LE-SEC;Dépenses d'équipement;275.5
NOISY-LE-SEC;Dépenses d'intervention;116.9
NOISY-LE-SEC;Dépenses d'investissement hors remb;303
NOISY-LE-SEC;Dépôts au Trésor;280.9
NOISY-LE-SEC;Dotation globale de fonctionnement;325.3
NOISY-LE-SEC;Encours de dette;1199.2
NOISY-LE-SEC;Encours de dette - Dépôts et cautionnements reçus;0.8
NOISY-LE-SEC;Ventes de biens et services;93.2
NOISY-LE-SEC;Autres dépenses de fonctionnement;44.4
NOISY-LE-SEC;Autres dépenses d'investissement;8.3
NOISY-LE-SEC;Autres recettes de fonctionnement;7.1
NOISY-LE-SEC;Autres recettes d'investissement;0.3
NOISY-LE-SEC;Dépenses totales hors remb;1721.5
NOISY-LE-SEC;Epargne brute;233.3
NOISY-LE-SEC;Impôts et taxes;1116.1
NOISY-LE-SEC;Encours de dette - Dettes bancaires et assimilées;1198.3
NOISY-LE-SEC;Frais de personnel;855.4
NOISY-LE-SEC;Subventions reçues et participations;79.4
NOISY-LE-SEC;Recettes totales hors emprunts;1802.7
NOISY-LE-SEC;Capacité ou besoin de financement;81.1
NOISY-LE-SEC;Emprunts hors GAD;0
NOISY-LE-SEC;Remboursements d'emprunts hors GAD;121.8
NOISY-LE-SEC;Annuité de la dette;169
NOISY-LE-SEC;Dépenses d'investissement;424.8
NOISY-LE-SEC;Dépenses totales;1843.4
NOISY-LE-SEC;Epargne nette;111.5
NOISY-LE-SEC;Flux net de dette;-121.8
NOISY-LE-SEC;Recettes d'investissement;150.8
NOISY-LE-SEC;Recettes totales;1802.7
NOISY-LE-SEC;Variation du fonds de roulement;-40.7
PANTIN;Autres dotations et subventions;95.8
PANTIN;Autres impôts et taxes;71.4
PANTIN;Charges financières;35.4
PANTIN;Achats et charges externes;440.5
PANTIN;Autres dotations de fonctionnement;5.7
PANTIN;FCTVA;81.5
PANTIN;Fiscalité reversée;538.7
PANTIN;Fonds de roulement;72.2
PANTIN;Impôts locaux;1650.9
PANTIN;Péréquations et compensations fiscales;48.7
PANTIN;Produit des cessions d'immobilisations;7.2
PANTIN;Recettes de fonctionnement;2204.3
PANTIN;Recettes d'investissement hors emprunts;192.6
PANTIN;Subventions aux personnes de droit privé;33.6
PANTIN;Subventions d'équipement versées;1.9
PANTIN;Epargne de gestion;453.3
PANTIN;Concours de l'Etat;131.2
PANTIN;Crédits de trésorerie;0
PANTIN;Dépenses de fonctionnement;1786.3
PANTIN;Dépenses d'équipement;1161.2
PANTIN;Dépenses d'intervention;146
PANTIN;Dépenses d'investissement hors remb;1172.7
PANTIN;Dépôts au Trésor;27.5
PANTIN;Dotation globale de fonctionnement;76.7
PANTIN;Encours de dette;1793.2
PANTIN;Encours de dette - Dépôts et cautionnements reçus;12
PANTIN;Ventes de biens et services;172.3
PANTIN;Autres dépenses de fonctionnement;31.7
PANTIN;Autres dépenses d'investissement;9.6
PANTIN;Autres recettes de fonctionnement;31.8
PANTIN;Autres recettes d'investissement;15.3
PANTIN;Dépenses totales hors remb;2959
PANTIN;Epargne brute;418
PANTIN;Impôts et taxes;1722.2
PANTIN;Encours de dette - Dettes bancaires et assimilées;1776.4
PANTIN;Frais de personnel;1132.7
PANTIN;Subventions reçues et participations;146.7
PANTIN;Recettes totales hors emprunts;2396.8
PANTIN;Capacité ou besoin de financement;-562.2
PANTIN;Emprunts hors GAD;328.6
PANTIN;Remboursements d'emprunts hors GAD;168.3
PANTIN;Annuité de la dette;203.6
PANTIN;Dépenses d'investissement;1341
PANTIN;Dépenses totales;3127.3
PANTIN;Epargne nette;249.7
PANTIN;Flux net de dette;160.3
PANTIN;Recettes d'investissement;521.2
PANTIN;Recettes totales;2725.5
PANTIN;Variation du fonds de roulement;-401.8
PIERREFITTE-SUR-SEINE;Autres dotations et subventions;127.5
PIERREFITTE-SUR-SEINE;Autres impôts et taxes;24.9
PIERREFITTE-SUR-SEINE;Charges financières;38.7
PIERREFITTE-SUR-SEINE;Achats et charges externes;234.1
PIERREFITTE-SUR-SEINE;Autres dotations de fonctionnement;1.8
PIERREFITTE-SUR-SEINE;FCTVA;63.9
PIERREFITTE-SUR-SEINE;Fiscalité reversée;-83.2
PIERREFITTE-SUR-SEINE;Fonds de roulement;9.6
PIERREFITTE-SUR-SEINE;Impôts locaux;847.3
PIERREFITTE-SUR-SEINE;Péréquations et compensations fiscales;39.4
PIERREFITTE-SUR-SEINE;Produit des cessions d'immobilisations;0
PIERREFITTE-SUR-SEINE;Recettes de fonctionnement;1516.8
PIERREFITTE-SUR-SEINE;Recettes d'investissement hors emprunts;191.4
PIERREFITTE-SUR-SEINE;Subventions aux personnes de droit privé;32.7
PIERREFITTE-SUR-SEINE;Subventions d'équipement versées;0
PIERREFITTE-SUR-SEINE;Epargne de gestion;187.3
PIERREFITTE-SUR-SEINE;Concours de l'Etat;445.5
PIERREFITTE-SUR-SEINE;Crédits de trésorerie;123.4
PIERREFITTE-SUR-SEINE;Dépenses de fonctionnement;1367.5
PIERREFITTE-SUR-SEINE;Dépenses d'équipement;446.2
PIERREFITTE-SUR-SEINE;Dépenses d'intervention;151.6
PIERREFITTE-SUR-SEINE;Dépenses d'investissement hors remb;460.4
PIERREFITTE-SUR-SEINE;Dépôts au Trésor;109
PIERREFITTE-SUR-SEINE;Dotation globale de fonctionnement;404.4
PIERREFITTE-SUR-SEINE;Encours de dette;1249.9
PIERREFITTE-SUR-SEINE;Encours de dette - Dépôts et cautionnements reçus;0.3
PIERREFITTE-SUR-SEINE;Ventes de biens et services;75.1
PIERREFITTE-SUR-SEINE;Autres dépenses de fonctionnement;26.7
PIERREFITTE-SUR-SEINE;Autres dépenses d'investissement;14.2
PIERREFITTE-SUR-SEINE;Autres recettes de fonctionnement;17.6
PIERREFITTE-SUR-SEINE;Autres recettes d'investissement;0
PIERREFITTE-SUR-SEINE;Dépenses totales hors remb;1827.9
PIERREFITTE-SUR-SEINE;Epargne brute;149.3
PIERREFITTE-SUR-SEINE;Impôts et taxes;872.2
PIERREFITTE-SUR-SEINE;Encours de dette - Dettes bancaires et assimilées;1249.6
PIERREFITTE-SUR-SEINE;Frais de personnel;916.4
PIERREFITTE-SUR-SEINE;Subventions reçues et participations;106.3
PIERREFITTE-SUR-SEINE;Recettes totales hors emprunts;1708.2
PIERREFITTE-SUR-SEINE;Capacité ou besoin de financement;-119.7
PIERREFITTE-SUR-SEINE;Emprunts hors GAD;111
PIERREFITTE-SUR-SEINE;Remboursements d'emprunts hors GAD;110.9
PIERREFITTE-SUR-SEINE;Annuité de la dette;149.6
PIERREFITTE-SUR-SEINE;Dépenses d'investissement;571.4
PIERREFITTE-SUR-SEINE;Dépenses totales;1938.9
PIERREFITTE-SUR-SEINE;Epargne nette;38.4
PIERREFITTE-SUR-SEINE;Flux net de dette;0.1
PIERREFITTE-SUR-SEINE;Recettes d'investissement;302.5
PIERREFITTE-SUR-SEINE;Recettes totales;1819.2
PIERREFITTE-SUR-SEINE;Variation du fonds de roulement;-119.6
RAINCY (LE );Autres dotations et subventions;7.7
RAINCY (LE );Autres impôts et taxes;74.6
RAINCY (LE );Charges financières;1.3
RAINCY (LE );Concours de l'Etat;128
RAINCY (LE );Achats et charges externes;766.5
RAINCY (LE );Autres dotations de fonctionnement;16.7
RAINCY (LE );FCTVA;64.5
RAINCY (LE );Fiscalité reversée;140.3
RAINCY (LE );Fonds de roulement;175.9
RAINCY (LE );Impôts locaux;1001.9
RAINCY (LE );Péréquations et compensations fiscales;1.5
RAINCY (LE );Produit des cessions d'immobilisations;0
RAINCY (LE );Recettes de fonctionnement;1371
RAINCY (LE );Recettes d'investissement hors emprunts;72.1
RAINCY (LE );Subventions aux personnes de droit privé;3
RAINCY (LE );Subventions d'équipement versées;0
RAINCY (LE );Epargne de gestion;71.5
RAINCY (LE );Crédits de trésorerie;0
RAINCY (LE );Dépenses de fonctionnement;1310.1
RAINCY (LE );Dépenses d'équipement;711.2
RAINCY (LE );Dépenses d'intervention;52.8
RAINCY (LE );Dépenses d'investissement hors remb;711.2
RAINCY (LE );Dépôts au Trésor;378.6
RAINCY (LE );Dotation globale de fonctionnement;109.8
RAINCY (LE );Encours de dette;623.2
RAINCY (LE );Encours de dette - Dépôts et cautionnements reçus;2.7
RAINCY (LE );Ventes de biens et services;127.2
RAINCY (LE );Autres dépenses de fonctionnement;30.5
RAINCY (LE );Autres dépenses d'investissement;0
RAINCY (LE );Autres recettes de fonctionnement;10.4
RAINCY (LE );Autres recettes d'investissement;0
RAINCY (LE );Dépenses totales hors remb;2021.3
RAINCY (LE );Epargne brute;60.9
RAINCY (LE );Impôts et taxes;1076.6
RAINCY (LE );Encours de dette - Dettes bancaires et assimilées;620.5
RAINCY (LE );Frais de personnel;459
RAINCY (LE );Subventions reçues et participations;28.9
RAINCY (LE );Recettes totales hors emprunts;1443.2
RAINCY (LE );Capacité ou besoin de financement;-578.1
RAINCY (LE );Emprunts hors GAD;599.3
RAINCY (LE );Remboursements d'emprunts hors GAD;21.5
RAINCY (LE );Annuité de la dette;22.8
RAINCY (LE );Dépenses d'investissement;732.6
RAINCY (LE );Dépenses totales;2042.8
RAINCY (LE );Epargne nette;39.4
RAINCY (LE );Flux net de dette;577.8
RAINCY (LE );Recettes d'investissement;671.4
RAINCY (LE );Recettes totales;2042.5
RAINCY (LE );Variation du fonds de roulement;-0.3
ROMAINVILLE;Autres dotations et subventions;76
ROMAINVILLE;Autres impôts et taxes;49.2
ROMAINVILLE;Charges financières;32.9
ROMAINVILLE;Achats et charges externes;430.1
ROMAINVILLE;Autres dotations de fonctionnement;12
ROMAINVILLE;FCTVA;37.4
ROMAINVILLE;Fiscalité reversée;523.4
ROMAINVILLE;Fonds de roulement;66.4
ROMAINVILLE;Impôts locaux;1491.6
ROMAINVILLE;Péréquations et compensations fiscales;25.8
ROMAINVILLE;Produit des cessions d'immobilisations;0.5
ROMAINVILLE;Recettes de fonctionnement;2050.2
ROMAINVILLE;Recettes d'investissement hors emprunts;116.3
ROMAINVILLE;Subventions aux personnes de droit privé;11.6
ROMAINVILLE;Subventions d'équipement versées;26.6
ROMAINVILLE;Epargne de gestion;362.5
ROMAINVILLE;Concours de l'Etat;223.9
ROMAINVILLE;Crédits de trésorerie;0
ROMAINVILLE;Dépenses de fonctionnement;1721.3
ROMAINVILLE;Dépenses d'équipement;373.5
ROMAINVILLE;Dépenses d'intervention;358.9
ROMAINVILLE;Dépenses d'investissement hors remb;407.8
ROMAINVILLE;Dépôts au Trésor;89.8
ROMAINVILLE;Dotation globale de fonctionnement;186.1
ROMAINVILLE;Encours de dette;838.6
ROMAINVILLE;Encours de dette - Dépôts et cautionnements reçus;1.1
ROMAINVILLE;Ventes de biens et services;109.6
ROMAINVILLE;Autres dépenses de fonctionnement;35.3
ROMAINVILLE;Autres dépenses d'investissement;7.7
ROMAINVILLE;Autres recettes de fonctionnement;21.7
ROMAINVILLE;Autres recettes d'investissement;2.9
ROMAINVILLE;Dépenses totales hors remb;2129.1
ROMAINVILLE;Epargne brute;328.9
ROMAINVILLE;Impôts et taxes;1540.8
ROMAINVILLE;Encours de dette - Dettes bancaires et assimilées;837.5
ROMAINVILLE;Frais de personnel;864.2
ROMAINVILLE;Subventions reçues et participations;154.2
ROMAINVILLE;Recettes totales hors emprunts;2166.5
ROMAINVILLE;Capacité ou besoin de financement;37.4
ROMAINVILLE;Emprunts hors GAD;60
ROMAINVILLE;Remboursements d'emprunts hors GAD;140.1
ROMAINVILLE;Annuité de la dette;172.9
ROMAINVILLE;Dépenses d'investissement;547.9
ROMAINVILLE;Dépenses totales;2269.2
ROMAINVILLE;Epargne nette;188.9
ROMAINVILLE;Flux net de dette;-80.1
ROMAINVILLE;Recettes d'investissement;176.2
ROMAINVILLE;Recettes totales;2226.5
ROMAINVILLE;Variation du fonds de roulement;-42.7
ROSNY-SOUS-BOIS;Autres dotations et subventions;142.5
ROSNY-SOUS-BOIS;Autres impôts et taxes;35.1
ROSNY-SOUS-BOIS;Charges financières;48.8
ROSNY-SOUS-BOIS;Achats et charges externes;493.9
ROSNY-SOUS-BOIS;Autres dotations de fonctionnement;2.7
ROSNY-SOUS-BOIS;FCTVA;91.7
ROSNY-SOUS-BOIS;Fiscalité reversée;322.2
ROSNY-SOUS-BOIS;Fonds de roulement;212
ROSNY-SOUS-BOIS;Impôts locaux;1341.5
ROSNY-SOUS-BOIS;Péréquations et compensations fiscales;17.9
ROSNY-SOUS-BOIS;Produit des cessions d'immobilisations;31
ROSNY-SOUS-BOIS;Recettes de fonctionnement;1869.7
ROSNY-SOUS-BOIS;Recettes d'investissement hors emprunts;265.2
ROSNY-SOUS-BOIS;Subventions aux personnes de droit privé;42.9
ROSNY-SOUS-BOIS;Subventions d'équipement versées;6.9
ROSNY-SOUS-BOIS;Epargne de gestion;249.8
ROSNY-SOUS-BOIS;Concours de l'Etat;165
ROSNY-SOUS-BOIS;Crédits de trésorerie;0
ROSNY-SOUS-BOIS;Dépenses de fonctionnement;1668.6
ROSNY-SOUS-BOIS;Dépenses d'équipement;437.3
ROSNY-SOUS-BOIS;Dépenses d'intervention;139.9
ROSNY-SOUS-BOIS;Dépenses d'investissement hors remb;444.5
ROSNY-SOUS-BOIS;Dépôts au Trésor;177.8
ROSNY-SOUS-BOIS;Dotation globale de fonctionnement;144.4
ROSNY-SOUS-BOIS;Encours de dette;1828.5
ROSNY-SOUS-BOIS;Encours de dette - Dépôts et cautionnements reçus;2.5
ROSNY-SOUS-BOIS;Ventes de biens et services;194.9
ROSNY-SOUS-BOIS;Autres dépenses de fonctionnement;30.1
ROSNY-SOUS-BOIS;Autres dépenses d'investissement;0.3
ROSNY-SOUS-BOIS;Autres recettes de fonctionnement;21.1
ROSNY-SOUS-BOIS;Autres recettes d'investissement;31.1
ROSNY-SOUS-BOIS;Dépenses totales hors remb;2113.1
ROSNY-SOUS-BOIS;Epargne brute;201.1
ROSNY-SOUS-BOIS;Impôts et taxes;1376.6
ROSNY-SOUS-BOIS;Encours de dette - Dettes bancaires et assimilées;1826.1
ROSNY-SOUS-BOIS;Frais de personnel;955.9
ROSNY-SOUS-BOIS;Subventions reçues et participations;112
ROSNY-SOUS-BOIS;Recettes totales hors emprunts;2134.9
ROSNY-SOUS-BOIS;Capacité ou besoin de financement;21.8
ROSNY-SOUS-BOIS;Emprunts hors GAD;185.2
ROSNY-SOUS-BOIS;Remboursements d'emprunts hors GAD;147.1
ROSNY-SOUS-BOIS;Annuité de la dette;195.9
ROSNY-SOUS-BOIS;Dépenses d'investissement;591.6
ROSNY-SOUS-BOIS;Dépenses totales;2260.2
ROSNY-SOUS-BOIS;Epargne nette;53.9
ROSNY-SOUS-BOIS;Flux net de dette;38.1
ROSNY-SOUS-BOIS;Recettes d'investissement;450.4
ROSNY-SOUS-BOIS;Recettes totales;2320.1
ROSNY-SOUS-BOIS;Variation du fonds de roulement;59.9
SAINT-DENIS;Autres dotations et subventions;82.1
SAINT-DENIS;Autres impôts et taxes;46.4
SAINT-DENIS;Charges financières;37.2
SAINT-DENIS;Achats et charges externes;343.7
SAINT-DENIS;Autres dotations de fonctionnement;7.2
SAINT-DENIS;FCTVA;37
SAINT-DENIS;Fiscalité reversée;223.4
SAINT-DENIS;Fonds de roulement;-37.1
SAINT-DENIS;Impôts locaux;1204.6
SAINT-DENIS;Péréquations et compensations fiscales;50.6
SAINT-DENIS;Produit des cessions d'immobilisations;11.4
SAINT-DENIS;Recettes de fonctionnement;1799.6
SAINT-DENIS;Recettes d'investissement hors emprunts;147.9
SAINT-DENIS;Subventions aux personnes de droit privé;51.6
SAINT-DENIS;Subventions d'équipement versées;3.5
SAINT-DENIS;Epargne de gestion;225.9
SAINT-DENIS;Concours de l'Etat;308.9
SAINT-DENIS;Crédits de trésorerie;152.7
SAINT-DENIS;Dépenses de fonctionnement;1604.2
SAINT-DENIS;Dépenses d'équipement;350
SAINT-DENIS;Dépenses d'intervention;132.7
SAINT-DENIS;Dépenses d'investissement hors remb;384.2
SAINT-DENIS;Dépôts au Trésor;44.2
SAINT-DENIS;Dotation globale de fonctionnement;251.1
SAINT-DENIS;Encours de dette;1084.8
SAINT-DENIS;Encours de dette - Dépôts et cautionnements reçus;0.8
SAINT-DENIS;Ventes de biens et services;92.8
SAINT-DENIS;Autres dépenses de fonctionnement;25.7
SAINT-DENIS;Autres dépenses d'investissement;30.7
SAINT-DENIS;Autres recettes de fonctionnement;22.8
SAINT-DENIS;Autres recettes d'investissement;28.8
SAINT-DENIS;Dépenses totales hors remb;1988.4
SAINT-DENIS;Epargne brute;195.4
SAINT-DENIS;Impôts et taxes;1251
SAINT-DENIS;Encours de dette - Dettes bancaires et assimilées;1084
