"","LIBCOM","nb","zone"
"5333","Saint-Vincent-du-Lorouër",30,"reg52"
"5334","Saint-Vincent-Sterlanges",22,"reg52"
"5335","Saint-Vincent-sur-Graon",17,"reg52"
"5336","Saint-Vincent-sur-Jard",17,"reg52"
"5337","Sainte-Anne-sur-Brivet",14,"reg52"
"5338","Sainte-Cécile",27,"reg52"
"5339","Sainte-Flaive-des-Loups",50,"reg52"
"5340","Sainte-Foy",33,"reg52"
"5341","Sainte-Gemme-la-Plaine",19,"reg52"
"5342","Sainte-Gemmes-le-Robert",5,"reg52"
"5343","Sainte-Gemmes-sur-Loire",204,"reg52"
"5344","Sainte-Hermine",88,"reg52"
"5345","Sainte-Jamme-sur-Sarthe",98,"reg52"
"5346","Sainte-Luce-sur-Loire",1000,"reg52"
"5347","Sainte-Pazanne",170,"reg52"
"5348","Sainte-Pexine",5,"reg52"
"5349","Sainte-Radégonde-des-Noyers",9,"reg52"
"5350","Sainte-Reine-de-Bretagne",13,"reg52"
"5351","Sainte-Suzanne-et-Chammes",17,"reg52"
"5352","Sallertaine",10,"reg52"
"5353","Sargé-lès-le-Mans",171,"reg52"
"5354","Sarrigné",6,"reg52"
"5355","Saulges",4,"reg52"
"5356","Saumur",3382,"reg52"
"5357","Sautron",472,"reg52"
"5358","Savenay",488,"reg52"
"5359","Savennières",51,"reg52"
"5360","Savigné-l'Évêque",99,"reg52"
"5361","Savigné-sous-le-Lude",1,"reg52"
"5362","Sceaux-d'Anjou",19,"reg52"
"5363","Sceaux-sur-Huisne",25,"reg52"
"5364","Segré-en-Anjou Bleu",1328,"reg52"
"5365","Seiches-sur-le-Loir",222,"reg52"
"5366","Semur-en-Vallon",24,"reg52"
"5367","Senonnes",8,"reg52"
"5368","Sérigné",17,"reg52"
"5369","Sermaise",23,"reg52"
"5370","Sévérac",35,"reg52"
"5371","Sèvremoine",890,"reg52"
"5372","Sèvremont",197,"reg52"
"5373","Sigournais",17,"reg52"
"5374","Sillé-le-Guillaume",74,"reg52"
"5375","Simplé",5,"reg52"
"5376","Sion-les-Mines",21,"reg52"
"5377","Solesmes",4,"reg52"
"5378","Somloire",47,"reg52"
"5379","Soucelles",62,"reg52"
"5380","Soudan",18,"reg52"
"5381","Sougé-le-Ganelon",39,"reg52"
"5382","Souillé",6,"reg52"
"5383","Soulaines-sur-Aubance",30,"reg52"
"5384","Soulaire-et-Bourg",31,"reg52"
"5385","Soulgé-sur-Ouette",36,"reg52"
"5386","Souligné-Flacé",4,"reg52"
"5387","Souligné-sous-Ballon",1,"reg52"
"5388","Soullans",40,"reg52"
"5389","Soulvache",8,"reg52"
"5390","Souvigné-sur-Sarthe",10,"reg52"
"5391","Spay",51,"reg52"
"5392","Sucé-sur-Erdre",143,"reg52"
"5393","Tallud-Sainte-Gemme",11,"reg52"
"5394","Talmont-Saint-Hilaire",141,"reg52"
"5395","Teillé",52,"reg52"
"5396","Teloché",27,"reg52"
"5397","Terranjou",179,"reg52"
"5398","Thiré",10,"reg52"
"5399","Thorée-les-Pins",6,"reg52"
"5400","Thorigné-d'Anjou",36,"reg52"
"5401","Thorigné-sur-Dué",83,"reg52"
"5402","Thorigny",23,"reg52"
"5403","Thouaré-sur-Loire",644,"reg52"
"5404","Thouarsais-Bouildroux",9,"reg52"
"5405","Tiercé",125,"reg52"
"5406","Tiffauges",34,"reg52"
"5407","Torcé-en-Vallée",10,"reg52"
"5408","Torcé-Viviers-en-Charnie",26,"reg52"
"5409","Toutlemonde",28,"reg52"
"5410","Touvois",30,"reg52"
"5411","Trangé",32,"reg52"
"5412","Trans",1,"reg52"
"5413","Trans-sur-Erdre",17,"reg52"
"5414","Treffieux",24,"reg52"
"5415","Treillières",213,"reg52"
"5416","Treize-Septiers",75,"reg52"
"5417","Treize-Vents",48,"reg52"
"5418","Trélazé",2320,"reg52"
"5419","Trémentines",148,"reg52"
"5420","Tresson",3,"reg52"
"5421","Triaize",9,"reg52"
"5422","Trignac",743,"reg52"
"5423","Tuffalun",46,"reg52"
"5424","Tuffé Val de la Chéronne",91,"reg52"
"5425","Turquant",25,"reg52"
"5426","Vaas",41,"reg52"
"5427","Vaiges",33,"reg52"
"5428","Vair-sur-Loire",82,"reg52"
"5429","Vairé",21,"reg52"
"5430","Val-du-Layon",95,"reg52"
"5431","Val-du-Maine",46,"reg52"
"5432","Val d'Erdre-Auxence",149,"reg52"
"5433","Vallet",321,"reg52"
"5434","Vallon-sur-Gée",20,"reg52"
"5435","Vallons-de-l'Erdre",204,"reg52"
"5436","Varennes-sur-Loire",80,"reg52"
"5437","Varrains",3,"reg52"
"5438","Vaudelnay",21,"reg52"
"5439","Vautorte",6,"reg52"
"5440","Vay",23,"reg52"
"5441","Velluire",47,"reg52"
"5442","Venansault",89,"reg52"
"5443","Vendrennes",44,"reg52"
"5444","Vernantes",74,"reg52"
"5445","Verneil-le-Chétif",5,"reg52"
"5446","Vernoil-le-Fourrier",42,"reg52"
"5447","Verrie",10,"reg52"
"5448","Verrières-en-Anjou",809,"reg52"
"5449","Vertou",953,"reg52"
"5450","Vezins",59,"reg52"
"5451","Vibraye",128,"reg52"
"5452","Vieillevigne",65,"reg52"
"5453","Vigneux-de-Bretagne",71,"reg52"
"5454","Villaines-la-Carelle",3,"reg52"
"5455","Villaines-la-Juhel",295,"reg52"
"5456","Villaines-sous-Lucé",6,"reg52"
"5457","Villaines-sous-Malicorne",21,"reg52"
"5458","Villebernier",33,"reg52"
"5459","Villeneuve-en-Perseigne",33,"reg52"
"5460","Villeneuve-en-Retz",46,"reg52"
"5461","Villepot",6,"reg52"
"5462","Villevêque",73,"reg52"
"5463","Villiers-Charlemagne",23,"reg52"
"5464","Vimarcé",4,"reg52"
"5465","Vivoin",14,"reg52"
"5466","Vivy",64,"reg52"
"5467","Vix",40,"reg52"
"5468","Voivres-lès-le-Mans",27,"reg52"
"5469","Vouillé-les-Marais",45,"reg52"
"5470","Voutré",26,"reg52"
"5471","Vouvant",14,"reg52"
"5472","Vue",4,"reg52"
"5473","Xanton-Chassenon",16,"reg52"
"5474","Yvré-l'Évêque",205,"reg52"
"5475","Yvré-le-Pôlin",40,"reg52"
"5476","Yzernay",75,"reg52"
"5477","Acigné",447,"reg53"
"5478","Allaire",100,"reg53"
"5479","Ambon",47,"reg53"
"5480","Andel",9,"reg53"
"5481","Andouillé-Neuville",4,"reg53"
"5482","Antrain",122,"reg53"
"5483","Arbrissel",3,"reg53"
"5484","Argentré-du-Plessis",207,"reg53"
"5485","Argol",35,"reg53"
"5486","Arradon",173,"reg53"
"5487","Arzal",26,"reg53"
"5488","Arzano",48,"reg53"
"5489","Arzon",103,"reg53"
"5490","Aucaleuc",30,"reg53"
"5491","Audierne",170,"reg53"
"5492","Augan",46,"reg53"
"5493","Auray",1595,"reg53"
"5494","Availles-sur-Seiche",18,"reg53"
"5495","Baden",196,"reg53"
"5496","Baguer-Morvan",45,"reg53"
"5497","Baguer-Pican",29,"reg53"
"5498","Baillé",12,"reg53"
"5499","Bain-de-Bretagne",186,"reg53"
"5500","Bains-sur-Oust",54,"reg53"
"5501","Bais",73,"reg53"
"5502","Balazé",75,"reg53"
"5503","Bangor",30,"reg53"
"5504","Bannalec",127,"reg53"
"5505","Baud",64,"reg53"
"5506","Baulon",18,"reg53"
"5507","Baye",32,"reg53"
"5508","Bazouges-la-Pérouse",41,"reg53"
"5509","Beaucé",52,"reg53"
"5510","Beaussais-sur-Mer",198,"reg53"
"5511","Bécherel",48,"reg53"
"5512","Bédée",120,"reg53"
"5513","Béganne",24,"reg53"
"5514","Bégard",116,"reg53"
"5515","Beignon",52,"reg53"
"5516","Belle-Isle-en-Terre",35,"reg53"
"5517","Belz",94,"reg53"
"5518","Bénodet",68,"reg53"
"5519","Berhet",4,"reg53"
"5520","Berné",27,"reg53"
"5521","Berric",6,"reg53"
"5522","Berrien",26,"reg53"
"5523","Betton",671,"reg53"
"5524","Beuzec-Cap-Sizun",26,"reg53"
"5525","Bieuzy",27,"reg53"
"5526","Bignan",72,"reg53"
"5527","Billé",42,"reg53"
"5528","Billiers",12,"reg53"
"5529","Billio",8,"reg53"
"5530","Binic-Étables-sur-Mer",211,"reg53"
"5531","Bobital",17,"reg53"
"5532","Bodilis",22,"reg53"
"5533","Bohal",8,"reg53"
"5534","Bohars",117,"reg53"
"5535","Boisgervilly",46,"reg53"
"5536","Boistrudan",8,"reg53"
"5537","Bon Repos sur Blavet",22,"reg53"
"5538","Bonnemain",32,"reg53"
"5539","Bono",70,"reg53"
"5540","Boqueho",10,"reg53"
"5541","Botmeur",2,"reg53"
"5542","Botsorhel",8,"reg53"
"5543","Bourbriac",45,"reg53"
"5544","Bourg-Blanc",56,"reg53"
"5545","Bourg-des-Comptes",41,"reg53"
"5546","Bourgbarré",249,"reg53"
"5547","Bourseul",9,"reg53"
"5548","Brandérion",29,"reg53"
"5549","Brandivy",13,"reg53"
"5550","Brasparts",20,"reg53"
"5551","Bréal-sous-Montfort",242,"reg53"
"5552","Bréal-sous-Vitré",14,"reg53"
"5553","Brécé",134,"reg53"
"5554","Brech",96,"reg53"
"5555","Bréhan",66,"reg53"
"5556","Bréhand",27,"reg53"
"5557","Brélès",12,"reg53"
"5558","Brennilis",11,"reg53"
"5559","Brest",15526,"reg53"
"5560","Breteil",168,"reg53"
"5561","Brie",30,"reg53"
"5562","Briec",328,"reg53"
"5563","Brielles",20,"reg53"
"5564","Brignac",2,"reg53"
"5565","Broons",55,"reg53"
"5566","Broualan",4,"reg53"
"5567","Bruc-sur-Aff",7,"reg53"
"5568","Brusvily",24,"reg53"
"5569","Bruz",1215,"reg53"
"5570","Bubry",25,"reg53"
"5571","Buléon",9,"reg53"
"5572","Caden",13,"reg53"
"5573","Calan",10,"reg53"
"5574","Callac",93,"reg53"
"5575","Calorguen",11,"reg53"
"5576","Camaret-sur-Mer",56,"reg53"
"5577","Camlez",16,"reg53"
"5578","Camors",34,"reg53"
"5579","Campénéac",20,"reg53"
"5580","Cancale",262,"reg53"
"5581","Caouënnec-Lanvézéac",3,"reg53"
"5582","Carantec",64,"reg53"
"5583","Cardroc",6,"reg53"
"5584","Carentoir",41,"reg53"
"5585","Carhaix-Plouguer",428,"reg53"
"5586","Carnac",79,"reg53"
"5587","Carnoët",5,"reg53"
"5588","Caro",11,"reg53"
"5589","Cast",43,"reg53"
"5590","Caudan",239,"reg53"
"5591","Caulnes",43,"reg53"
"5592","Cavan",27,"reg53"
"5593","Cesson-Sévigné",1736,"reg53"
"5594","Champeaux",4,"reg53"
"5595","Chancé",3,"reg53"
"5596","Chanteloup",27,"reg53"
"5597","Chantepie",1020,"reg53"
"5598","Chartres-de-Bretagne",789,"reg53"
"5599","Chasné-sur-Illet",25,"reg53"
"5600","Châteaubourg",261,"reg53"
"5601","Châteaugiron",254,"reg53"
"5602","Châteaulin",543,"reg53"
"5603","Châteauneuf-d'Ille-et-Vilaine",68,"reg53"
"5604","Châteauneuf-du-Faou",98,"reg53"
"5605","Châtillon-en-Vendelais",53,"reg53"
"5606","Chauvigné",21,"reg53"
"5607","Chavagne",280,"reg53"
"5608","Cherrueix",41,"reg53"
"5609","Chevaigné",87,"reg53"
"5610","Cintré",84,"reg53"
"5611","Clayes",50,"reg53"
"5612","Cléden-Cap-Sizun",25,"reg53"
"5613","Cléden-Poher",36,"reg53"
"5614","Cléder",106,"reg53"
"5615","Cléguer",72,"reg53"
"5616","Cléguérec",37,"reg53"
"5617","Clohars-Carnoët",118,"reg53"
"5618","Clohars-Fouesnant",49,"reg53"
"5619","Coadout",11,"reg53"
"5620","Coat-Méal",11,"reg53"
"5621","Coatréven",7,"reg53"
"5622","Coësmes",32,"reg53"
"5623","Coëtmieux",12,"reg53"
"5624","Collorec",29,"reg53"
"5625","Colpo",40,"reg53"
"5626","Comblessac",6,"reg53"
"5627","Combourg",248,"reg53"
"5628","Combourtillé",4,"reg53"
"5629","Combrit",87,"reg53"
"5630","Commana",11,"reg53"
"5631","Concarneau",1910,"reg53"
"5632","Concoret",15,"reg53"
"5633","Confort-Meilars",19,"reg53"
"5634","Coray",73,"reg53"
"5635","Corlay",24,"reg53"
"5636","Cornillé",28,"reg53"
"5637","Corps-Nuds",169,"reg53"
"5638","Corseul",41,"reg53"
"5639","Cournon",7,"reg53"
"5640","Crach",41,"reg53"
"5641","Crédin",28,"reg53"
"5642","Créhen",15,"reg53"
"5643","Crevin",79,"reg53"
"5644","Croixanvec",2,"reg53"
"5645","Crozon",325,"reg53"
"5646","Cruguel",11,"reg53"
"5647","Cuguen",25,"reg53"
"5648","Damgan",24,"reg53"
"5649","Daoulas",25,"reg53"
"5650","Dinan",1676,"reg53"
"5651","Dinard",1029,"reg53"
"5652","Dinéault",41,"reg53"
"5653","Dingé",34,"reg53"
"5654","Dirinon",31,"reg53"
"5655","Dol-de-Bretagne",415,"reg53"
"5656","Domagné",64,"reg53"
"5657","Domalain",59,"reg53"
"5658","Domloup",104,"reg53"
"5659","Dompierre-du-Chemin",18,"reg53"
"5660","Douarnenez",1496,"reg53"
"5661","Dourdain",33,"reg53"
"5662","Drouges",8,"reg53"
"5663","Edern",39,"reg53"
"5664","Elliant",103,"reg53"
"5665","Elven",333,"reg53"
"5666","Epiniac",16,"reg53"
"5667","Erbrée",48,"reg53"
"5668","Ercé-en-Lamée",7,"reg53"
"5669","Ercé-près-Liffré",60,"reg53"
"5670","Erdeven",73,"reg53"
"5671","Éréac",4,"reg53"
"5672","Ergué-Gabéric",531,"reg53"
"5673","Erquy",68,"reg53"
"5674","Essé",14,"reg53"
"5675","Étel",90,"reg53"
"5676","Étrelles",46,"reg53"
"5677","Évellys",45,"reg53"
"5678","Évran",81,"reg53"
"5679","Feins",15,"reg53"
"5680","Férel",31,"reg53"
"5681","Fleurigné",25,"reg53"
"5682","Forges-la-Forêt",6,"reg53"
"5683","Fouesnant",261,"reg53"
"5684","Fougères",2944,"reg53"
"5685","Fréhel",33,"reg53"
"5686","Gaël",34,"reg53"
"5687","Gahard",7,"reg53"
"5688","Garlan",25,"reg53"
"5689","Gausson",11,"reg53"
"5690","Gâvres",36,"reg53"
"5691","Gennes-sur-Seiche",32,"reg53"
"5692","Gestel",109,"reg53"
"5693","Gévezé",292,"reg53"
"5694","Glomel",22,"reg53"
"5695","Gommenec'h",2,"reg53"
"5696","Gosné",10,"reg53"
"5697","Gouarec",3,"reg53"
"5698","Goudelin",13,"reg53"
"5699","Gouesnach",46,"reg53"
"5700","Gouesnou",285,"reg53"
"5701","Gouézec",19,"reg53"
"5702","Goulien",18,"reg53"
"5703","Gourhel",8,"reg53"
"5704","Gourin",37,"reg53"
"5705","Gourlizon",38,"reg53"
"5706","Goven",84,"reg53"
"5707","Grâces",39,"reg53"
"5708","Grand-Champ",137,"reg53"
"5709","Grand-Fougeray",55,"reg53"
"5710","Groix",137,"reg53"
"5711","Guégon",39,"reg53"
"5712","Guéhenno",9,"reg53"
"5713","Gueltas",20,"reg53"
"5714","Guémené-sur-Scorff",33,"reg53"
"5715","Guengat",64,"reg53"
"5716","Guénin",12,"reg53"
"5717","Guenroc",6,"reg53"
"5718","Guer",86,"reg53"
"5719","Guerlédan",24,"reg53"
"5720","Guerlesquin",81,"reg53"
"5721","Guern",12,"reg53"
"5722","Guichen",458,"reg53"
"5723","Guiclan",46,"reg53"
"5724","Guidel",432,"reg53"
"5725","Guignen",26,"reg53"
"5726","Guiler-sur-Goyen",21,"reg53"
"5727","Guilers",345,"reg53"
"5728","Guillac",13,"reg53"
"5729","Guilliers",28,"reg53"
"5730","Guilligomarc'h",10,"reg53"
"5731","Guilvinec",104,"reg53"
"5732","Guimaëc",21,"reg53"
"5733","Guimiliau",22,"reg53"
"5734","Guingamp",1218,"reg53"
"5735","Guipavas",680,"reg53"
"5736","Guipel",34,"reg53"
"5737","Guipry-Messac",105,"reg53"
"5738","Guiscriff",28,"reg53"
"5739","Guissény",55,"reg53"
"5740","Guitté",15,"reg53"
"5741","Gurunhuel",10,"reg53"
"5742","Hanvec",36,"reg53"
"5743","Hédé-Bazouges",38,"reg53"
"5744","Hémonstoir",45,"reg53"
"5745","Hénanbihen",31,"reg53"
"5746","Hénansal",18,"reg53"
"5747","Hennebont",1722,"reg53"
"5748","Henvic",8,"reg53"
"5749","Hillion",58,"reg53"
"5750","Hirel",26,"reg53"
"5751","Hoedic",11,"reg53"
"5752","Hôpital-Camfrout",28,"reg53"
"5753","Huelgoat",14,"reg53"
"5754","Iffendic",110,"reg53"
"5755","Île-aux-Moines",54,"reg53"
"5756","Île-d'Arz",21,"reg53"
"5757","Île-d'Houat",10,"reg53"
"5758","Île-de-Batz",7,"reg53"
"5759","Île-de-Bréhat",15,"reg53"
"5760","Île-de-Sein",14,"reg53"
"5761","Île-Molène",10,"reg53"
"5762","Île-Tudy",12,"reg53"
"5763","Illifaut",4,"reg53"
"5764","Inguiniel",21,"reg53"
"5765","Inzinzac-Lochrist",297,"reg53"
"5766","Irodouër",38,"reg53"
"5767","Irvillac",14,"reg53"
"5768","Janzé",183,"reg53"
"5769","Javené",50,"reg53"
"5770","Josselin",124,"reg53"
"5771","Jugon-les-Lacs - Commune nouvelle",46,"reg53"
"5772","Kerbors",5,"reg53"
"5773","Kerfourn",9,"reg53"
"5774","Kergloff",20,"reg53"
"5775","Kergrist",15,"reg53"
"5776","Kergrist-Moëlou",11,"reg53"
"5777","Kerlaz",2,"reg53"
"5778","Kerlouan",59,"reg53"
"5779","Kermaria-Sulard",24,"reg53"
"5780","Kernascléden",10,"reg53"
"5781","Kernilis",32,"reg53"
"5782","Kernouës",4,"reg53"
"5783","Kerpert",9,"reg53"
"5784","Kersaint-Plabennec",18,"reg53"
"5785","Kervignac",149,"reg53"
"5786","L'Hermitage",451,"reg53"
"5787","La Baussaine",24,"reg53"
"5788","La Bazouge-du-Désert",17,"reg53"
"5789","La Bosse-de-Bretagne",4,"reg53"
"5790","La Bouëxière",143,"reg53"
"5791","La Bouillie",14,"reg53"
"5792","La Boussac",31,"reg53"
"5793","La Chapelle-aux-Filtzméens",27,"reg53"
"5794","La Chapelle-Bouëxic",22,"reg53"
"5795","La Chapelle-Chaussée",17,"reg53"
"5796","La Chapelle-de-Brain",36,"reg53"
"5797","La Chapelle-des-Fougeretz",332,"reg53"
"5798","La Chapelle-Erbrée",14,"reg53"
"5799","La Chapelle-Janson",32,"reg53"
"5800","La Chapelle-Neuve",12,"reg53"
"5801","La Chapelle-Thouarault",193,"reg53"
"5802","La Chapelle du Lou du Lac",6,"reg53"
"5803","La Chèze",26,"reg53"
"5804","La Couyère",4,"reg53"
"5805","La Dominelais",13,"reg53"
"5806","La Feuillée",5,"reg53"
"5807","La Fontenelle",1,"reg53"
"5808","La Forest-Landerneau",27,"reg53"
"5809","La Forêt-Fouesnant",87,"reg53"
"5810","La Fresnais",50,"reg53"
"5811","La Gacilly",108,"reg53"
"5812","La Gouesnière",43,"reg53"
"5813","La Guerche-de-Bretagne",136,"reg53"
"5814","La Harmoye",13,"reg53"
"5815","La Malhoure",13,"reg53"
"5816","La Martyre",17,"reg53"
"5817","La Méaugon",29,"reg53"
"5818","La Mézière",160,"reg53"
"5819","La Motte",24,"reg53"
"5820","La Noë-Blanche",8,"reg53"
"5821","La Prénessaye",7,"reg53"
"5822","La Richardais",70,"reg53"
"5823","La Roche-Derrien",49,"reg53"
"5824","La Roche-Maurice",26,"reg53"
"5825","La Trinité-Porhoët",20,"reg53"
"5826","La Trinité-sur-Mer",51,"reg53"
"5827","La Trinité-Surzur",90,"reg53"
"5828","La Vicomté-sur-Rance",23,"reg53"
"5829","La Vraie-Croix",48,"reg53"
"5830","Laignelet",27,"reg53"
"5831","Laillé",127,"reg53"
"5832","Lalleu",5,"reg53"
"5833","Lamballe",538,"reg53"
"5834","Lampaul-Guimiliau",26,"reg53"
"5835","Lampaul-Plouarzel",40,"reg53"
"5836","Lampaul-Ploudalmézeau",9,"reg53"
"5837","Lancieux",40,"reg53"
"5838","Landaul",35,"reg53"
"5839","Landavran",10,"reg53"
"5840","Landéan",12,"reg53"
"5841","Landebaëron",2,"reg53"
"5842","Landébia",19,"reg53"
"5843","Landéda",71,"reg53"
"5844","Landéhen",24,"reg53"
"5845","Landeleau",39,"reg53"
"5846","Landerneau",1176,"reg53"
"5847","Landévant",72,"reg53"
"5848","Landévennec",4,"reg53"
"5849","Landivisiau",332,"reg53"
"5850","Landrévarzec",41,"reg53"
"5851","Landudal",13,"reg53"
"5852","Landudec",66,"reg53"
"5853","Landujan",10,"reg53"
"5854","Landunvez",35,"reg53"
"5855","Lanester",2798,"reg53"
"5856","Lanfains",10,"reg53"
"5857","Langan",6,"reg53"
"5858","Langast",4,"reg53"
"5859","Langoat",15,"reg53"
"5860","Langolen",27,"reg53"
"5861","Langon",33,"reg53"
"5862","Langonnet",35,"reg53"
"5863","Langouet",23,"reg53"
"5864","Langrolay-sur-Rance",3,"reg53"
"5865","Languédias",8,"reg53"
"5866","Languenan",25,"reg53"
"5867","Langueux",301,"reg53"
"5868","Languidic",201,"reg53"
"5869","Lanhélin",24,"reg53"
"5870","Lanhouarneau",27,"reg53"
"5871","Lanildut",16,"reg53"
"5872","Lanleff",3,"reg53"
"5873","Lanloup",2,"reg53"
"5874","Lanmérin",9,"reg53"
"5875","Lanmeur",63,"reg53"
"5876","Lanmodez",22,"reg53"
"5877","Lannéanou",11,"reg53"
"5878","Lannédern",8,"reg53"
"5879","Lannilis",128,"reg53"
"5880","Lannion",1765,"reg53"
"5881","Lanouée",18,"reg53"
"5882","Lanrelas",13,"reg53"
"5883","Lanrivain",8,"reg53"
"5884","Lanrivoaré",26,"reg53"
"5885","Lanrodec",23,"reg53"
"5886","Lantillac",2,"reg53"
"5887","Lanvallay",155,"reg53"
"5888","Lanvaudan",15,"reg53"
"5889","Lanvellec",5,"reg53"
"5890","Lanvénégen",28,"reg53"
"5891","Lanvéoc",43,"reg53"
"5892","Lanvollon",50,"reg53"
"5893","Larmor-Baden",15,"reg53"
"5894","Larmor-Plage",269,"reg53"
"5895","Larré",2,"reg53"
"5896","Lassy",11,"reg53"
"5897","Lauzach",22,"reg53"
"5898","Laz",33,"reg53"
"5899","Le Bodéo",4,"reg53"
"5900","Le Cambout",4,"reg53"
"5901","Le Châtellier",3,"reg53"
"5902","Le Cloître-Pleyben",19,"reg53"
"5903","Le Cloître-Saint-Thégonnec",13,"reg53"
"5904","Le Conquet",85,"reg53"
"5905","Le Cours",10,"reg53"
"5906","Le Croisty",24,"reg53"
"5907","Le Drennec",37,"reg53"
"5908","Le Faou",28,"reg53"
"5909","Le Faouët",78,"reg53"
"5910","Le Ferré",14,"reg53"
"5911","Le Foeil",4,"reg53"
"5912","Le Folgoët",61,"reg53"
"5913","Le Guerno",20,"reg53"
"5914","Le Haut-Corlay",7,"reg53"
"5915","Le Hézo",21,"reg53"
"5916","Le Hinglé",29,"reg53"
"5917","Le Juch",16,"reg53"
"5918","Le Mené",148,"reg53"
"5919","Le Minihic-sur-Rance",27,"reg53"
"5920","Le Moustoir",20,"reg53"
"5921","Le Palais",104,"reg53"
"5922","Le Pertre",49,"reg53"
"5923","Le Petit-Fougeray",5,"reg53"
"5924","Le Ponthou",1,"reg53"
"5925","Le Quillio",3,"reg53"
"5926","Le Quiou",4,"reg53"
"5927","Le Relecq-Kerhuon",848,"reg53"
"5928","Le Rheu",808,"reg53"
"5929","Le Saint",5,"reg53"
"5930","Le Sourn",36,"reg53"
"5931","Le Tréhou",9,"reg53"
"5932","Le Trévoux",19,"reg53"
"5933","Le Tronchet",16,"reg53"
"5934","Le Vieux-Bourg",8,"reg53"
"5935","Le Vieux-Marché",12,"reg53"
"5936","Le Vivier-sur-Mer",22,"reg53"
"5937","Lécousse",59,"reg53"
"5938","Lennon",12,"reg53"
"5939","Les Champs-Géraux",23,"reg53"
"5940","Les Fougerêts",17,"reg53"
"5941","Les Portes du Coglais",100,"reg53"
"5942","Lesneven",331,"reg53"
"5943","Leuhan",16,"reg53"
"5944","Lézardrieux",43,"reg53"
"5945","Lieuron",17,"reg53"
"5946","Liffré",345,"reg53"
"5947","Lignol",14,"reg53"
"5948","Lillemer",1,"reg53"
"5949","Limerzel",15,"reg53"
"5950","Livré-sur-Changeon",28,"reg53"
"5951","Lizio",7,"reg53"
"5952","Loc-Eguiner",10,"reg53"
"5953","Locarn",6,"reg53"
"5954","Locmalo",1,"reg53"
"5955","Locmaria",40,"reg53"
"5956","Locmaria-Grand-Champ",22,"reg53"
"5957","Locmaria-Plouzané",94,"reg53"
"5958","Locmariaquer",37,"reg53"
"5959","Locmélar",5,"reg53"
"5960","Locminé",190,"reg53"
"5961","Locmiquélic",99,"reg53"
"5962","Locoal-Mendon",5,"reg53"
"5963","Locqueltas",42,"reg53"
"5964","Locquénolé",2,"reg53"
"5965","Locquirec",16,"reg53"
"5966","Locronan",38,"reg53"
"5967","Loctudy",89,"reg53"
"5968","Locunolé",21,"reg53"
"5969","Logonna-Daoulas",31,"reg53"
"5970","Loguivy-Plougras",4,"reg53"
"5971","Lohéac",33,"reg53"
"5972","Longaulnay",4,"reg53"
"5973","Lopérec",27,"reg53"
"5974","Loperhet",112,"reg53"
"5975","Loqueffret",18,"reg53"
"5976","Lorient",8911,"reg53"
"5977","Loscouët-sur-Meu",2,"reg53"
"5978","Lothey",9,"reg53"
"5979","Louannec",43,"reg53"
"5980","Louargat",34,"reg53"
"5981","Loudéac",623,"reg53"
"5982","Lourmais",4,"reg53"
"5983","Louvigné-de-Bais",35,"reg53"
"5984","Louvigné-du-Désert",165,"reg53"
"5985","Loyat",26,"reg53"
"5986","Luitré",43,"reg53"
"5987","Maël-Carhaix",45,"reg53"
"5988","Maen Roch",112,"reg53"
"5989","Mahalon",27,"reg53"
"5990","Malansac",46,"reg53"
"5991","Malestroit",71,"reg53"
"5992","Malguénac",27,"reg53"
"5993","Mantallot",2,"reg53"
"5994","Marcillé-Raoul",45,"reg53"
"5995","Marcillé-Robert",17,"reg53"
"5996","Marpiré",35,"reg53"
"5997","Martigné-Ferchaud",71,"reg53"
"5998","Marzan",5,"reg53"
"5999","Matignon",47,"reg53"
"6000","Mauron",70,"reg53"
"6001","Maxent",14,"reg53"
"6002","Mecé",13,"reg53"
"6003","Médréac",42,"reg53"
"6004","Mégrit",14,"reg53"
"6005","Meillac",63,"reg53"
"6006","Melesse",279,"reg53"
"6007","Melgven",57,"reg53"
"6008","Mellac",93,"reg53"
"6009","Mellé",7,"reg53"
"6010","Melrand",10,"reg53"
"6011","Ménéac",22,"reg53"
"6012","Merdrignac",77,"reg53"
"6013","Merléac",4,"reg53"
"6014","Merlevenez",83,"reg53"
"6015","Mernel",7,"reg53"
"6016","Meslan",10,"reg53"
"6017","Mespaul",28,"reg53"
"6018","Meucon",86,"reg53"
"6019","Mézières-sur-Couesnon",19,"reg53"
"6020","Milizac-Guipronvel",111,"reg53"
"6021","Miniac-Morvan",128,"reg53"
"6022","Miniac-sous-Bécherel",13,"reg53"
"6023","Minihy-Tréguier",23,"reg53"
"6024","Moëlan-sur-Mer",180,"reg53"
"6025","Mohon",14,"reg53"
"6026","Molac",13,"reg53"
"6027","Moncontour",3,"reg53"
"6028","Mondevert",26,"reg53"
"6029","Mont-Dol",18,"reg53"
"6030","Montauban-de-Bretagne",193,"reg53"
"6031","Montautour",3,"reg53"
"6032","Monteneuf",3,"reg53"
"6033","Monterblanc",114,"reg53"
"6034","Monterfil",25,"reg53"
"6035","Monterrein",14,"reg53"
"6036","Montertelot",3,"reg53"
"6037","Montfort-sur-Meu",281,"reg53"
"6038","Montgermont",263,"reg53"
"6039","Montreuil-des-Landes",11,"reg53"
"6040","Montreuil-le-Gast",37,"reg53"
"6041","Montreuil-sous-Pérouse",20,"reg53"
